ID,Language_ID,Parameter_ID,Value,Source_Language_ID,Inventory_ID,OnlyInLoanwords,Result,NewDistinction,PhonemeComments
592,shor1247,592,dʲ,russ1263,200,yes,other distributional change,unknown,
593,shor1247,593,f,russ1263,200,yes,other distributional change,unknown,
594,shor1247,594,tʲ,russ1263,200,yes,other distributional change,unknown,
595,shor1247,595,ts,russ1263,200,yes,other distributional change,unknown,
596,shor1247,596,v,russ1263,200,yes,other distributional change,unknown,
597,sinh1246,597,ə,,201,yes,to be checked,to be checked,(loan)
598,sinh1246,598,əː,,201,yes,to be checked,to be checked,(loan)
599,sinh1246,599,ɲ,,201,yes,to be checked,to be checked,(loan)
600,sinh1246,600,ɲː,,201,unknown,to be checked,to be checked,"(loan,limited)"
601,sinh1246,601,ɸ,,201,unknown,to be checked,to be checked,"(loan,allo)"
602,sinh1246,602,ʃ,,201,yes,to be checked,to be checked,(loan)
603,skol1241,603,f,,202,yes,other distributional change,unknown,
604,nucl1634,604,s,,203,yes,new phoneme,no,"appears in two words, both suspected as loanwords. there is an uncommon [s] allophone of phoneme /t/."
605,slav1254,605,ç,,204,mostly,other distributional change,unknown,
606,slav1254,606,dz,,204,mostly,other distributional change,unknown,
607,slav1254,607,d̠ʒ,,204,mostly,other distributional change,unknown,
608,slav1254,608,ɛ,,204,mostly,other distributional change,unknown,
609,slav1254,609,f,,204,mostly,other distributional change,unknown,
610,slav1254,610,ɟ,,204,mostly,other distributional change,unknown,
611,slav1254,611,ɔ,,204,mostly,other distributional change,unknown,
612,sooo1254,612,f,thai1261,205,mostly,other distributional change,unknown,
613,soch1239,613,ɸ,stan1288,206,yes,new phoneme,no,
614,soch1239,614,ɾ,stan1288,206,no,new phoneme,tap,phoneme appears in onomatopeia and one explative
615,sodd1242,615,sʼ,amha1245,207,yes,to be checked,to be checked,
616,soma1255,616,χ,arab1395,208,yes,new phoneme,no,
617,sout2991,617,ð,stan1288,209,yes,to be checked,to be checked,(loan)
618,sout2991,618,ɛ,stan1288,209,unknown,to be checked,to be checked,"(loan,allo)"
619,sout2991,619,ɣ,stan1288,209,yes,to be checked,to be checked,(loan)
620,sout2991,620,ɔ,stan1288,209,unknown,to be checked,to be checked,"(loan,allo)"
621,sout2991,621,ɸ,stan1288,209,yes,to be checked,to be checked,(loan)
622,sout2991,622,r,stan1288,209,yes,to be checked,to be checked,(loan)
623,sout2991,623,ʃ,stan1288,209,yes,to be checked,to be checked,(loan)
624,sout2991,624,β,stan1288,209,yes,to be checked,to be checked,(loan)
625,sout2982,625,ɾ,,210,yes,to be checked,to be checked,(loan)
626,sout2961,626,b,,211,yes,to be checked,to be checked,(loan)
627,sout2961,627,d,,211,yes,to be checked,to be checked,(loan)
628,sout2961,628,ɡ,,211,yes,to be checked,to be checked,(loan)
629,sout2961,629,r,,211,yes,to be checked,to be checked,(loan)
630,sout2750,630,ç,russ1263,212,no,to be checked,to be checked,"occurs in native words in narrow distribution, borrowing has broadened its distribution"
631,sout2750,631,ɣ,russ1263,212,yes,to be checked,to be checked,Replacing native /ʁ/ in the youger generation. (Marginal/dialectal in Russian)
632,sout2750,632,x,russ1263,212,yes,to be checked,to be checked,Replacing native /q/ in the youger generation
633,sril1245,633,f,"arab1395,stan1293",213,yes,new phoneme,no,"/f/ is uncommon, only two non-loan fricatives"
634,sril1245,634,mb,sinh1246,213,no,other distributional change,no,prenasalized stops appear in Sinhala but not only in Sinhala loans. Phonetically different from nasal+stop clusters
635,sril1245,635,nd,sinh1246,213,no,other distributional change,no,prenasalized stops appear in Sinhala but not only in Sinhala loans. Phonetically different from nasal+stop clusters
636,sril1245,636,ɲɟ,sinh1246,213,no,other distributional change,no,prenasalized stops appear in Sinhala but not only in Sinhala loans. Phonetically different from nasal+stop clusters
637,sril1245,637,ŋɡ,sinh1246,213,no,other distributional change,no,prenasalized stops appear in Sinhala but not only in Sinhala loans. Phonetically different from nasal+stop clusters
638,sril1245,638,ʃ,"arab1395,stan1293",213,yes,new phoneme,no,
639,sril1245,639,z,"arab1395,stan1293",213,yes,new phoneme,no,
640,stan1306,640,f,,214,yes,to be checked,to be checked,(loan)
641,stan1306,641,ʃ,,214,yes,to be checked,to be checked,(loan)
642,stan1306,642,v,,214,yes,to be checked,to be checked,(loan)
643,stan1306,643,x,,214,yes,to be checked,to be checked,(loan)
644,stan1306,644,z,,214,yes,to be checked,to be checked,(loan)
645,suab1238,645,k,stan1306,215,mostly,new phoneme,no,Source language: Papuan Malay?
646,sule1243,646,r,,216,yes,to be checked,to be checked,
647,sout2808,647,pʃʰ,nort3233,217,yes,new phoneme,to be checked,"Yes, it really is a voiceless aspirated bilabial–palatoalveolar affricate."
648,sout2808,648,r,,217,unknown,phonologization of allophone,to be checked,"[r] occurs as an allophone of /t/ and /d/ in postnasal contexts, but outside of those contexts it is clear Sotho-Tswana influence. Whether allophonic [n(d)r] occurred before the introduction of /r/ is unknown at this point, so whether this was a case of the introduction of a new phoneme or phonologization of an allophone is not certain. Source language: Northern Sotho or Tswana"
649,sumi1235,649,ɹ,,218,yes,other distributional change,unknown,
650,taba1266,650,f,stan1288,220,yes,to be checked,to be checked,(loan) Source language: Spanish?
651,taba1266,651,ɡ,stan1288,220,unknown,to be checked,to be checked,"(limited,loan) Source language: Spanish?"
652,tabr1242,652,c,,221,yes,other distributional change,unknown,
653,tabr1242,653,kʰ,,221,yes,other distributional change,unknown,
654,tafi1243,654,ɸ,ewee1241,222,yes,to be checked,to be checked,
655,taga1270,655,e,stan1288,223,no,to be checked,to be checked,
656,taga1270,656,f,"stan1288,stan1293",223,yes,to be checked,to be checked,less educated speakers tend more to use [p] in Spanish loans. in English loans [f] is more regular
657,taga1270,657,o,stan1288,223,no,to be checked,to be checked,
658,taga1270,658,t̠ʃ,"stan1288,stan1293,mand1415",223,no,to be checked,to be checked,
659,taki1251,659,d̠ʒ,"bunu1267,nucl1643",224,yes,new phoneme,affricate,
660,taki1251,660,e,"minn1241,stan1293",224,no,new phoneme,mid vowels,"sometimes /ɛ/, appears in several interjections"
661,taki1251,661,ɡ,stan1293,224,yes,new phoneme,no,in native phonology voiced stops are implosive.
662,tapi1253,662,b,stan1288,225,yes,other distributional change,no,"limited to recent loans, in other loans it was substituted with [w]/[mb]"
663,tapi1253,663,f,stan1288,225,yes,other distributional change,unknown,in other loans it was substituted with /p/
664,tapi1253,664,ɡ,stan1288,225,yes,other distributional change,unknown,"word initial only, in one other loan was substituted with /ŋ/"
665,tapi1253,665,ɣ,stan1288,225,yes,other distributional change,unknown,"word initial only, in other loans it was substituted with /ŋg/"
666,tapi1253,666,β,stan1288,225,no,to be checked,to be checked,"occurs as an allophone of /w/ in certain environments, borrowing has broadened its distribution. in other loans it was substituted with [w], according to the complementary distribution of the /w/ allophones"
667,tari1256,667,b,tuca1252,226,no,to be checked,to be checked,
668,tari1256,668,ɡ,braz1246,226,yes,to be checked,to be checked,
669,tata1255,669,a,russ1263,227,yes,other distributional change,unknown,
670,tata1255,670,ɕː,russ1263,227,yes,other distributional change,unknown,
671,tata1255,671,ɛ,russ1263,227,yes,other distributional change,unknown,
672,tata1255,672,f,russ1263,227,yes,other distributional change,unknown,
673,tata1255,673,ɨ,russ1263,227,yes,other distributional change,unknown,
674,tata1255,674,ɔ,russ1263,227,yes,other distributional change,unknown,
675,tata1255,675,tɕ,russ1263,227,yes,other distributional change,unknown,
676,tata1255,676,ts,russ1263,227,yes,other distributional change,unknown,
677,tata1255,677,v,russ1263,227,yes,other distributional change,unknown,
678,taus1251,678,ɾ,,228,yes,other distributional change,unknown,
679,taus1251,679,z,,228,yes,other distributional change,unknown,
680,tauy1241,680,b,,229,no,to be checked,to be checked,occurs in native words as an allophone of /t/ in narrow distribution (after nasals). borrowing has broadened its distribution. phonetically - allways prenasalized intervocally
681,tauy1241,681,ɡ,,229,no,to be checked,to be checked,occurs in native words as an allophone of /k/ in narrow distribution (after nasals). borrowing has broadened its distribution. phonetically - allways prenasalized intervocally
682,tele1256,682,d,,230,unknown,to be checked,to be checked,"(allo,loan,restricted)"
683,tele1256,683,ɡ,,230,unknown,to be checked,to be checked,"(loan,surface)"
684,tele1256,684,p,,230,unknown,to be checked,to be checked,"(loan,allo)"
685,telu1262,685,b̤,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
686,telu1262,686,d̤,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
687,telu1262,687,d̠̤ʒ̤,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
688,telu1262,688,ɖ̤,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
689,telu1262,689,f,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech
690,telu1262,690,ɡ̤,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
691,telu1262,691,h,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech
692,telu1262,692,kʰ,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
693,telu1262,693,ɭ,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech. has lateral /l/ and retroflexes
694,telu1262,694,ɳ,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech. has nasals and retroflexes
695,telu1262,695,pʰ,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
696,telu1262,696,ʂ,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech. has sibilant /s/ and retroflexes
697,telu1262,697,ʃ,"sans1269,stan1293",231,yes,to be checked,to be checked,in educated speech
698,telu1262,698,tʰ,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
699,telu1262,699,t̠ʃʰ,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
700,telu1262,700,ʈʰ,"sans1269,stan1293",231,yes,to be checked,to be checked,"Has unaspirated phoneme, borrowed aspiration. in educated speech"
701,thao1240,701,ŋ,"minn1241,bunu1267",232,no,other distributional change,no,appears in names and onomatopeia
702,thao1240,702,ʔ,bunu1267,232,no,new phoneme,glottal,marginally contrastive in native phonology
703,ticu1245,703,f,,233,yes,to be checked,to be checked,(loan)
704,ticu1245,704,ɾ,,233,unknown,to be checked,to be checked,"(loan,allo) spaAllophoneDescription: [l]"
705,ticu1245,705,s,,233,yes,to be checked,to be checked,(loan)
706,kumi1248,706,b,stan1288,234,yes,new phoneme,to be checked,
707,kumi1248,707,d,stan1288,234,yes,new phoneme,to be checked,
708,kumi1248,708,ð,stan1288,234,yes,new phoneme,to be checked,Have to check the ð
709,kumi1248,709,ɛ,stan1288,234,yes,new phoneme,to be checked,Have to check the ð
710,kumi1248,710,ɛː,stan1288,234,yes,new phoneme,to be checked,Have to check the ð
711,kumi1248,711,f,stan1288,234,yes,new phoneme,to be checked,
712,kumi1248,712,ɡ,stan1288,234,yes,new phoneme,to be checked,
713,kumi1248,713,o,stan1288,234,yes,new phoneme,to be checked,Have to check the ð
714,kumi1248,714,oː,stan1288,234,yes,new phoneme,to be checked,Have to check the ð
715,kumi1248,715,v,stan1288,234,yes,new phoneme,to be checked,
716,tlac1235,716,ɾ,stan1288,235,mostly,new phoneme,to be checked,
717,tond1251,717,d̠ʒ,"mala1481,indo1316",236,yes,new phoneme,affricate,
718,tond1251,718,f,dutc1256,236,yes,new phoneme,no,
719,tond1251,719,ɡ,"mala1481,indo1316",236,no,phonologization of allophone,no,"rare and marginally phonemic in native phonology, originally probably an allophone of /ɰ/"
720,tond1251,720,h,"mala1481,indo1316,dutc1256",236,yes,new phoneme,no,
721,tond1251,721,t̠ʃ,"mala1481,indo1316",236,yes,new phoneme,affricate,
722,tond1251,722,v,dutc1256,236,no,phonologization of allophone,no,allophone of /w/ in native phonology
723,toto1305,723,f,stan1288,237,yes,new phoneme,no,
724,jeme1245,724,f,stan1288,238,yes,new phoneme,no,Source language: Spanish?
725,jeme1245,725,ɾ,stan1288,238,yes,new phoneme,to be checked,Source language: Spanish?
726,tsha1245,726,dz,"dzon1239,clas1254",239,yes,to be checked,to be checked,often nativised as [z]
727,tsha1245,727,ʝ,"dzon1239,clas1254",239,yes,to be checked,to be checked,native [ʝ] exists in some dialects
728,tsha1245,728,ɬ,"dzon1239,clas1254",239,yes,to be checked,to be checked,often nativised as [l]
729,ttgr1237,729,l,"amha1245,cush1243",240,no,to be checked,to be checked,
730,tuni1252,730,b,,241,unknown,to be checked,to be checked,"(limited,loan)"
731,tuni1252,731,d,,241,unknown,to be checked,to be checked,"(limited,loan)"
732,tuni1252,732,ɡ,,241,unknown,to be checked,to be checked,"(limited,loan)"
733,turk1303,733,f,west2369,242,yes,other distributional change,unknown,
734,turk1303,734,ʒ,west2369,242,yes,other distributional change,unknown,
735,nucl1301,735,ʒ,"west2369,stan1290",243,yes,to be checked,to be checked,
736,turk1304,736,c,,244,yes,to be checked,to be checked,
737,turk1304,737,f,,244,yes,to be checked,to be checked,
738,turk1304,738,s,,244,yes,to be checked,to be checked,
739,turk1304,739,ʃː,,244,yes,to be checked,to be checked,
740,turk1304,740,v,,244,yes,to be checked,to be checked,
741,turk1304,741,x,,244,yes,to be checked,to be checked,
742,turk1304,742,z,,244,yes,to be checked,to be checked,
743,turk1304,743,ʒ,,244,yes,to be checked,to be checked,
744,turo1239,744,d̠ʒ,,245,yes,to be checked,to be checked,
745,turo1239,745,dˤ,,245,yes,to be checked,to be checked,
746,turo1239,746,ðˤ,,245,yes,to be checked,to be checked,
747,turo1239,747,t̠ʃ,,245,yes,to be checked,to be checked,
748,turo1239,748,ʒ,,245,yes,to be checked,to be checked,
749,tzut1248,749,b,stan1288,246,yes,new phoneme,to be checked,
750,tzut1248,750,d,stan1288,246,yes,new phoneme,to be checked,
751,tzut1248,751,ɡ,stan1288,246,yes,new phoneme,to be checked,
752,tzel1254,752,b,,247,yes,to be checked,to be checked,(loan)
753,tzel1254,753,d,,247,yes,to be checked,to be checked,(loan)
754,tzel1254,754,f,,247,yes,to be checked,to be checked,(loan)
755,tzel1254,755,ɡ,,247,yes,to be checked,to be checked,(loan)
756,tzel1254,756,r,,247,yes,to be checked,to be checked,(loan)
757,udmu1245,757,f,russ1263,248,yes,other distributional change,unknown,
758,udmu1245,758,ts,russ1263,248,yes,other distributional change,unknown,
759,udmu1245,759,x,russ1263,248,yes,other distributional change,unknown,
760,ughe1237,760,w,"stan1293,rovi1238",249,yes,new phoneme,no,uncommon
761,uigh1240,761,d̠ʒ,"arab1395,taji1245",250,yes,new phoneme,no,"allophone /ʒ/. Source languages: Arabic, Russian Tajik"
762,uigh1240,762,e,"russ1263,mand1415",250,no,new phoneme,no,appears in proper names
763,uigh1240,763,f,"russ1263,mand1415,arab1395",250,yes,new phoneme,no,
764,uigh1240,764,ts,russ1263,250,yes,new phoneme,no,uncommon
765,uigh1240,765,v,russ1263,250,yes,new phoneme,no,"uncommon, usually /w/"
766,uigh1240,766,ʔ,arab1395,250,yes,new phoneme,no,
767,uigh1240,767,χ,arab1395,250,yes,new phoneme,no,in some dialects phoneme appears as an allophone of native /h/.
768,ukra1253,768,dz,,251,mostly,new phoneme,no,Also in onomatopoeic words.
769,ukra1253,769,dzʲ,,251,mostly,new phoneme,no,Also in onomatopoeic words.
770,ukra1253,770,f,gree1276,251,mostly,new phoneme,no,Also in onomatopoeic words. Other source languages as well
771,ukra1253,771,ɡ,"stan1295,stan1290,stan1293",251,mostly,new phoneme,to be checked,Proto-Slavic /g/ has become /h/ as result of a regular sound change in Ukrainian but gets reintroduced by the loanwords (mostly names) from Western European languages. Also in onomatopoeic words?
772,umra1238,772,ʕ,,252,yes,unknown,to be checked,
773,urar1246,773,ɡ,stan1288,253,yes,new phoneme,no,
774,urar1246,774,o,"stan1288,quec1387",253,no,phonologization of allophone,no,/o/ appears natively as an allophone of /u/
775,urar1246,775,p,stan1288,253,yes,new phoneme,no,
776,urar1246,776,ʃ,,253,no,new phoneme,no,phoneme appears in several native words
777,uzbe1247,777,ɕː,russ1263,254,yes,other distributional change,unknown,
778,uzbe1247,778,ts,russ1263,254,yes,other distributional change,unknown,
779,vafs1240,779,ʔ,,255,yes,unknown,to be checked,
780,waim1255,780,s,,256,unknown,unknown,to be checked,"(limited,loan)"
781,wano1243,781,ɡ,papu1250,257,yes,new phoneme,no,native /k/ has a voiced prenasalized allophone [ŋg]
782,wano1243,782,l,papu1250,257,yes,new phoneme,lateral,"has alllphones /ɗ/, /ɾ/. both appear in native phonology"
783,want1252,783,d̠ʒ,"stan1293,tokp1240",258,yes,new phoneme,affricate,
784,want1252,784,f,"stan1293,tokp1240",258,yes,new phoneme,no,
785,want1252,785,h,"stan1293,tokp1240",258,no,new phoneme,no,appears in one native word /aho/ no
786,want1252,786,l,"stan1293,tokp1240",258,yes,new phoneme,lateral,
787,want1252,787,r,"stan1293,tokp1240",258,yes,new phoneme,trill,exact pronounciation is not given
788,wara1302,788,w,siss1243,259,no,other distributional change,no,/w/ appers word initially in four word. two are loan words and at least one of the others is onomatopeic.
789,wels1247,789,d̠ʒ,stan1293,260,no,other distributional change,no,"Appears in native Welsh words in casual speech, where careful speech has a /d/ followed by
an unstressed high front vowel or a front glide."
790,wels1247,790,ɔː,stan1293,260,yes,new phoneme,no,Native short /ɔ/ exists
791,wels1247,791,ʃ,stan1293,260,no,other distributional change,no,"Replaces native sequence /sj/ in casual speech, and in the south occurs when native /s/ appears before or after a high front vowel."
792,wels1247,792,t̠ʃ,stan1293,260,no,other distributional change,no,"Appears in native Welsh words in casual speech, where careful speech has a /t/ followed by
an unstressed high front vowel or a front glide."
793,wels1247,793,z,stan1293,260,yes,new phoneme,no,In North Wales supplemented with /s/
794,west2548,794,b,indo1316,261,yes,new phoneme,no,
795,west2548,795,d̠ʒ,indo1316,261,yes,new phoneme,no,
796,west2548,796,ɡ,indo1316,261,yes,new phoneme,no,
797,west2548,797,ŋ,indo1316,261,no,phonologization of allophone,no,"appears in native phonology, unclear if as an allophone of /n/ before /h/"
798,west2392,798,b,russ1263,262,no,other distributional change,no,"In Hill Mari, there were no voices plosives. However, under the influence of Russian, [b], [d] and [g] emerged. Elderly speakers tend to pronouns the fricative counterparts, while younger speakers mostly use plosives."
799,wita1237,799,d̠ʒ,indo1316,263,yes,new phoneme,affricate,"indonesian [dʒ] sometimes appears as [g,d]"
800,wita1237,800,t̠ʃ,indo1316,263,yes,new phoneme,affricate,"indonesian [tʃ] sometimes appears as [s,t]"
801,wutu1241,801,f,mand1415,264,yes,new phoneme,to be checked,Wutun has other labials but /f/ is the only labiodental.
802,wutu1241,802,ɬ,amdo1237,264,yes,new phoneme,no,
803,wutu1241,803,s,amdo1237,264,yes,new phoneme,no,"Marginally attested/very limited distribution, only in some loanwords"
804,yane1238,804,ʈʂ,quec1387,265,no,new phoneme,to be checked,"not only has Yanesha adopted a great many Quechua loans, including some core vocabulary, and the numerals from ‘six’ to ‘nine’, but it has also developed, for all practical purposes, a three-vowel system like Quechua instead of the four-vowel system of related Arawak varieties such as Campa. Furthermore, it has adopted a retroflex palatal affricate ˇc. , according to Wise, from central Peruvian Quechua varieties such as Jun´ın, Pasco or Hu´anuco. Finally, it does not allow the vowel sequences common in related Arawak varieties but impossible in Quechua."
805,yima1243,805,c,,266,no,other distributional change,no,"appears in only stem internally in native phonology, in loanwords also stem initially and finally"
806,gura1251,806,ʁ,,267,yes,to be checked,to be checked,
807,gura1251,807,ʔ,,267,yes,to be checked,to be checked,
808,gura1251,808,ʕ,,267,yes,to be checked,to be checked,
809,chuv1255,809,d,,268,yes,to be checked,to be checked,(loan)
810,chuv1255,810,o̞,,268,yes,to be checked,to be checked,(loan)
811,chuv1255,811,ʒ,,268,yes,to be checked,to be checked,(loan)
812,ewee1241,812,pʰ,,269,unknown,to be checked,to be checked,"(loan,limited)"
813,finn1318,813,d,,270,unknown,to be checked,to be checked,"(loan,surface)"
814,nucl1643,814,p,,271,unknown,to be checked,to be checked,"(allo,limited,loan)"
815,halh1238,815,kʰ,,272,yes,to be checked,to be checked,(loan)
816,halh1238,816,l̥,,272,unknown,to be checked,to be checked,"(allo,loan)"
817,halh1238,817,ɸ,,272,unknown,to be checked,to be checked,"(allo,loan)"
818,halh1238,818,β,,272,unknown,to be checked,to be checked,"(allo,loan)"
819,hind1269,819,ɑ,,273,yes,to be checked,to be checked,(loan)
820,hind1269,820,f,fars1254,273,yes,to be checked,to be checked,(loan)
821,hind1269,821,fː,,273,yes,to be checked,to be checked,(loan)
822,hind1269,822,ɪ̈,,273,yes,to be checked,to be checked,(loan)
823,hind1269,823,q,,273,yes,to be checked,to be checked,(loan)
824,hind1269,824,qː,,273,yes,to be checked,to be checked,(loan)
825,hind1269,825,ɽ̃,,273,unknown,to be checked,to be checked,"(allo,loan)"
826,hind1269,826,ʁ,,273,yes,to be checked,to be checked,(loan)
827,hind1269,827,ʂ,,273,yes,to be checked,to be checked,(loan)
828,hind1269,828,ʃː,,273,yes,to be checked,to be checked,(loan)
829,hind1269,829,z,fars1254,273,yes,to be checked,to be checked,(loan)
830,hind1269,830,zː,,273,yes,to be checked,to be checked,(loan)
831,hind1269,831,ʒ,,273,yes,to be checked,to be checked,(loan)
832,hind1269,832,ʔ,,273,yes,to be checked,to be checked,(loan)
833,hind1269,833,χ,,273,yes,to be checked,to be checked,(loan)
834,komi1268,834,v,,274,yes,to be checked,to be checked,(loan)
835,lith1251,835,ts,,275,yes,to be checked,to be checked,(loan)
836,lith1251,836,tsʲ,,275,unknown,to be checked,to be checked,"(loan,limited)"
837,aleu1260,837,r,,276,yes,to be checked,to be checked,(loan)
838,aleu1260,838,β,,276,yes,to be checked,to be checked,(loan)
839,mapu1245,839,b,stan1288,277,yes,other distributional change,no,
840,mapu1245,840,d,stan1288,277,yes,other distributional change,no,
841,mapu1245,841,ð,stan1288,277,yes,phonologization of allophone,no,Varies freely with native /s/ in native words; common with Spanish loans
842,mapu1245,842,ɡ,stan1288,277,yes,other distributional change,no,
843,mapu1245,843,x,stan1288,277,yes,other distributional change,no,
844,mapu1245,844,s,,278,yes,to be checked,to be checked,(loan)
845,sanm1295,845,r,stan1288,279,yes,to be checked,to be checked,(loan)
846,hebr1245,846,ŋ,,281,unknown,to be checked,to be checked,"(allo,loan)"
847,taga1270,847,aː,,283,unknown,to be checked,to be checked,"(surface,loan)"
848,taga1270,848,eː,,283,unknown,to be checked,to be checked,"(loan,surface)"
849,taga1270,849,iː,,283,unknown,to be checked,to be checked,"(loan,surface)"
850,taga1270,850,oː,,283,unknown,to be checked,to be checked,"(surface,loan)"
851,taga1270,851,ɾ,,283,unknown,to be checked,to be checked,"(loan,surface)"
852,taga1270,852,uː,,283,unknown,to be checked,to be checked,"(surface,loan)"
853,nucl1301,853,cʰ,,284,unknown,to be checked,to be checked,"(loan,allo)"
854,nucl1301,854,ɟ,,284,unknown,to be checked,to be checked,"(loan,allo)"
855,nucl1301,855,ʎ,,284,unknown,to be checked,to be checked,"(loan,allo)"
856,nucl1301,856,ʔ,,284,unknown,to be checked,to be checked,"(loan,transitional)"
857,assa1263,857,dz,"stan1293,hind1269",285,yes,new phoneme,affricate,[dz] and also [ ] are used exclusively in loan words from English and Hindi and do not belong to the ‘native’ sound system of Assamese.
858,assa1263,858,f,"stan1293,hind1269",285,yes,new phoneme,no,"Sometimes, consonants apparently not native to Assamese but used in loan words from English and Hindi also surface, like [f] and [S] among others, in words such as fan and shwal. This is also optional and borrowed words may assimilate to the native system in such a way that fan and shwal may be realized as [p En] and [sAl] respectively."
859,assa1263,859,ɹ̤,sans1269,285,yes,new phoneme,no,a Sanskrit remnant and occurs only in a select few words in the careful speech of educated people
860,assa1263,860,ʃ,"stan1293,hind1269",285,yes,new phoneme,postalveolar,"Sometimes, consonants apparently not native to Assamese but used in loan words from English and Hindi also surface, like [f] and [S] among others, in words such as fan and shwal. This is also optional and borrowed words may assimilate to the native system in such a way that fan and shwal may be realized as [p En] and [sAl] respectively."
861,assa1263,861,t̠ʃ,"stan1293,hind1269",285,yes,new phoneme,affricate,[dz] and also [ ] are used exclusively in loan words from English and Hindi and do not belong to the ‘native’ sound system of Assamese.
862,kwaz1243,862,b,macr1272,286,yes,new phoneme,voicing,
863,kwaz1243,863,d,macr1272,286,yes,new phoneme,voicing,
864,kwaz1243,864,ð,aika1237,286,unknown,to be checked,to be checked,
865,kwaz1243,865,f,macr1272,286,yes,new phoneme,labiodental,"It is often rendered as [p], especially by the older people and the younger children"
866,kwaz1243,866,ɡ,,286,unknown,new phoneme,to be checked,It is often replaced by [k] in loanwords from Portuguese
867,kwaz1243,867,ŋ,macr1272,286,yes,new phoneme,to be checked,
868,kwaz1243,868,v,macr1272,286,unknown,new phoneme,labiodental,
869,kwaz1243,869,y,aika1237,286,yes,new phoneme,to be checked,
870,kwaz1243,870,z,aika1237,286,no,new phoneme,voicing in fricatives,[z] and [ð] are allophones of the same phoneme
871,kwaz1243,871,ʒ,macr1272,286,yes,new phoneme,voicing in fricatives,
872,slov1269,872,d̠ʒ,,287,mostly,new phoneme,no,(there is voiceless/voiced contrast for alveolar affricate and postalveolar fricative)
873,slov1269,873,ɔː,,287,yes,new phoneme,no,(there is length constrast for other vowels)
874,high1276,874,b,stan1288,289,no,unknown,to be checked,(in lexicalized expressions and in Spanish borrowings)
875,high1276,875,d,stan1288,289,no,unknown,to be checked,(in lexicalized expressions and in Spanish borrowings)
876,high1276,876,dʲ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
877,high1276,877,f,stan1288,289,yes,unknown,to be checked,(rarely in borrowed forms - not included into the sound inventory)
878,high1276,878,ɡ,stan1288,289,no,unknown,to be checked,(in lexicalized expressions and in Spanish borrowings)
879,high1276,879,ɲ,stan1288,289,no,unknown,to be checked,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
880,high1276,880,ʃ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
881,high1276,881,tʲ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
882,high1276,882,ts,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
883,high1276,883,t̠ʃ,stan1288,289,no,unknown,palato-alveolar,"(in ideophones, in lexicalized expressions, and in Spanish borrowings)"
884,sout2672,884,f,"arab1395,dari1249,pash1269",290,yes,unknown,to be checked,Arabic loans are mediated by Dari and Pushtu
885,sout2672,885,q,"arab1395,dari1249,pash1269",290,yes,unknown,to be checked,Arabic loans are mediated by Dari and Pushtu
886,wich1264,886,r,stan1288,291,yes,new phoneme,to be checked,(only attested in the loanword tractor > tractorwo)
887,basq1248,887,ɡ,"stan1288,basq1248",294,yes,phonologization of allophone,to be checked,(not deleted in intervocalic position in recent borrowings)
888,huam1247,888,ɲ,stan1288,295,yes,unknown,to be checked,in loanwords
889,huam1247,889,ʔ,,295,no,new phoneme,to be checked,only attested in interjections and several Spanish loanwords
890,moks1248,890,x,russ1263,297,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
891,erzy1239,891,f,russ1263,298,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
892,erzy1239,892,x,russ1263,298,mostly,unknown,to be checked,Appears in onomatopoeia and in Russian loanwords
893,awac1239,893,e,stan1288,299,yes,other distributional change,to be checked,
